City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI_Bucket
Amaravati,11.1267890833696,28.445793231777333,3.6711716769967246,10.079625958969896,8.600529493670646,6.8205362845919515,0.3758292038411324,11.628397937145452,23.85774217197676,0.12759351025752613,1.0420324487123696,Good
Chandigarh,11.216635250924767,19.80035649316984,4.249077447353855,12.116509395916465,9.736718962222934,30.52957033145953,0.6347169702618469,10.30076508985524,16.69811332711968,2.3861845105292288,0.6981970384178483,Good
Amritsar,15.660195788342788,37.62610146131297,10.26282089216712,8.302543424091656,17.984490970618292,11.362066722039643,-0.059965949853427625,10.21679604368394,19.410609457004547,4.160592431931259,0.7723816858954362,Good
Amaravati,9.018788007165178,36.41047701022091,2.9068972481296784,11.85737425835059,8.74670125276597,4.64960224865653,0.35545899989462976,17.663666238540987,24.816499496786207,0.29865974944680623,2.320966998630187,Good
Amaravati,13.422134529721149,36.76132439406757,1.5258893307494557,4.925948642119828,3.6193873423769056,6.40049403488235,0.93,9.452253152461894,20.446166343681956,0.042944665374727825,0.32588933074945564,Good
Amaravati,22.93133169583192,39.44731905259778,2.1976399069856116,11.974372998033356,8.169770004314584,16.98694553099477,0.5410108414440812,18.164355442294966,31.721462054945718,0.07359654120928699,1.025392617346632,Good
Hyderabad,18.32,38.86,2.64,14.66,8.9,15.43,0.35,5.62,21.07,0.32,1.89,Good
Amaravati,8.73,18.33,4.64,16.26,11.66,10.3,0.38,17.54,29.47,0.09,0.54,Good
Kolkata,8.96021368842462,25.883098482156967,3.749893155787691,9.688800057307912,13.678750744594538,8.810238344781306,0.38000821878556224,4.68970412371976,20.86930962201277,4.048602806454418,13.175808419363253,Good
Bengaluru,17.22,44.99,5.15,18.4,19.69,11.37,0.64,5.43,22.19,1.16,1.98,Good
Amaravati,9.695781716652581,26.927596195721435,2.7403394340854415,3.387490224279863,4.0208959023343525,5.840445405527013,0.5191318633461218,6.597868761245853,11.119115434865721,0.28355584365693653,1.3553615311658795,Good
Shillong,18.38571536502613,31.556178274617814,1.1552499370401423,3.476776653048871,1.4601428211657956,3.5755355793717336,0.3062767789685867,6.627402125247804,35.44395467582726,3.2040974969930502,3.3543831393246415,Good
Thiruvananthapuram,16.89,34.27,8.19,10.63,15.98,7.19,0.56,4.98,23.96,1.29,3.575,Good
Hyderabad,19.705829999040624,53.265793544673386,5.396747576854079,22.33088468059149,15.151059838137147,15.410421445253169,0.2934275806915827,7.1244162886668825,18.295164044652584,0.5540988707975301,3.19777273919662,Good
Aizawl,21.74897343327527,27.505345609011027,3.7927991088420274,0.08006781594477905,4.827726629120726,26.432879983361065,0.2662328128249792,4.197939404508107,8.5604124922005,8.27904124922005,8.603013749740017,Good
Aizawl,3.14,5.83,11.51,0.2,14.68,17.91,0.18,7.47,0.55,7.73,8.0,Good
Amritsar,16.27022819620117,38.28595188052062,18.82092273416072,11.652697508566636,28.236034975631878,12.594887758528843,0.7139526231723908,8.575453309853067,42.84255612073558,1.372248542682005,1.463798834145604,Good
Hyderabad,15.276739306663659,28.016864717945825,8.015069763007073,14.746385007866063,10.362533307899772,18.504392542083373,0.4232246435554553,6.716675027418811,13.213977111248457,0.04025082256433396,1.043901864479157,Good
Shillong,14.461006608943208,23.58480973657011,1.1546043935601045,3.1013670296961666,1.1325488224891487,3.1990134971636137,0.2225488224891488,14.757576096093576,29.21812966583223,-0.014409103603509107,0.0885302987988303,Good
Brajrajnagar,13.3,39.83,9.91,22.1,0.0,16.31,0.0,9.22,31.25,0.4,3.575,Good
Bengaluru,12.619539956770398,30.82730414842095,5.345389302325104,21.50546877716853,25.89652074210475,10.074148253612297,0.42005720529957574,1.5061552407634422,12.996364193250889,5.6548593875840565,3.63690371132392,Good
Shillong,19.100958432364372,25.59946156794406,1.4068066667694776,3.511927843113064,1.1625309802349166,3.616445882334798,0.30096392155653207,5.5563274505872915,34.701798432981235,0.0251211763435865,0.5274098038913302,Good
Talcher,48.785,0.258306759076649,9.91,41.496291286146416,23.68,22.37051089391367,0.93,1.4586256501568606,17.24354815467126,1.29,3.575,Good
Shillong,20.531032897527655,28.92682588717584,0.9802770794422112,2.73,1.0702770794422112,2.8408312383266336,0.18083123832663367,10.795743248045248,11.098412405030066,0.26415619163316834,0.547481144939703,Good
Amaravati,9.191031956858302,28.199790194775456,3.744352282879599,9.35177848366241,8.002707979612081,2.4694632784204353,0.40082215163375906,14.085250059343009,35.77469138509175,0.6383825328114601,3.4635838034037967,Good
Guwahati,25.191614913738114,44.303372320563426,5.632598310054428,11.311180312197202,21.327220012446915,9.738229531704198,0.548655425598122,10.475378297607513,8.806880603478826,0.202773456817842,3.575,Good
Amaravati,10.41,20.55,1.88,7.21,5.37,12.46,0.53,15.86,25.96,0.06,0.3,Good
Bengaluru,29.429668138232415,45.04869764279056,10.058665222143356,18.55490624119692,20.706695557132903,17.320577214391086,0.5731745980236627,4.762215017633955,13.522391782442586,0.5889429954140599,1.3865764650869934,Good
Thiruvananthapuram,19.90016579160979,40.989421613361294,8.880062171853673,11.770016955960092,17.460101735760556,7.6601036197561205,0.5600028259933488,5.3499594940953346,20.199853990343648,1.29,3.575,Good
Coimbatore,15.367000714818108,19.24574883475264,9.91,34.94100214445432,19.15767620735594,2.5896329168451615,0.5156901609807918,5.391648300106232,11.947676207355938,0.0,0.0,Good
Guwahati,13.262365356948816,26.79592057089647,1.4209706089747043,6.635499591005288,4.286195385438231,2.5317172312629386,0.33335822074294114,15.03034789721647,38.82052105604765,0.0,3.575,Good
Kolkata,11.659301226902256,21.595725059563122,5.710828952255771,14.135533233280363,19.467106646656074,13.063169670762518,0.43570221555202415,3.2057867066878547,16.74656997092143,22.095832394710047,18.101534610262075,Good
Amaravati,18.76,41.98,1.52,5.55,3.77,8.35,0.93,7.49,19.9,0.02,0.33,Good
Guwahati,19.038834182754268,31.50089390634959,5.120083515077255,11.730732217611173,11.888436025452114,5.686491865430612,0.4466074290044336,16.112049040763136,23.410789025607958,0.07142704530968733,3.575,Good
Guwahati,26.520168622384084,49.13155789009248,2.6862226934715627,9.064245632720796,13.84584858205284,6.153846943535037,0.3993999180741099,11.307123153515068,16.85727062011728,19.196740849507332,3.827334449836795,Good
Amaravati,1.7879354092532918,10.347751415811326,1.6431685513985026,9.67037907676168,6.480563070203648,9.05926032960622,0.4976398433944327,11.68732579440599,34.148379513788214,0.06440996084860817,-0.09484667213169518,Good
Shillong,16.92365171736407,25.32112702529671,1.3207418016864476,3.543709008432238,1.2914836033728951,3.65,0.28629099156776205,5.851840181449077,21.748656642097774,0.18667621517802824,0.13777459494065727,Good
Amaravati,18.884669639682702,40.55585397673815,4.588798735809783,15.497749815832503,11.97050781404313,13.859881510056603,0.514280877961494,14.967106584711205,26.86653106212899,0.385719122038506,1.117174293250289,Good
Amritsar,26.773266877155393,50.7622493495463,15.3333186914976,14.716224146071129,23.286548680105096,11.579520874815133,0.22078169646523488,9.82303850890869,12.907404153666134,3.3926770863268225,1.9129829631179078,Good
Visakhapatnam,14.16,36.93,1.94,16.21,10.19,13.02,0.72,8.37,12.72,1.97,5.09,Good
Aizawl,25.35,31.71,11.55,0.69,15.98,29.77,0.39,8.87,7.63,12.22,13.15,Good
Mumbai,8.801023414059607,23.018848102089986,15.727154658898042,11.83253326231784,27.5227214226725,15.401188638632213,0.3853556676377446,6.562221183533724,10.00782468803038,2.4308994956301495,3.575,Good
Amaravati,12.082747362461772,33.455972282876175,2.546629805728374,27.72761256733736,16.87284439025018,4.20396538037776,0.4719584778793431,15.84870591176122,39.56136329177321,0.11580623010360114,1.7086159293114367,Good
Bengaluru,21.725572541227283,56.691777038035625,6.3048039818286155,30.991520097628342,0.0,23.78611443285135,0.2865662605184274,3.163960871759829,8.747500188485263,0.5767168697407863,0.31381026253747,Good
Kolkata,26.227168820818974,48.65748042475985,2.628778397770754,27.678231560670675,30.180990559705304,2.792606257471302,0.3949463474349407,1.3678435859481426,22.371952115241104,1.7778435859481427,2.5478435859481428,Good
Amaravati,12.81239431282533,24.078047239636255,4.354298304944077,5.297316019807673,9.720716237587535,4.024568289129302,-0.012222744548969468,12.132688681133052,5.576413231702731,0.1739205029685374,3.6348453247256147,Good
Kolkata,9.874526046792033,25.732195453495784,3.564614179300197,8.583681941981698,12.29691343440158,8.343070896500986,0.35973070896500986,4.557576380685089,17.099445748832586,2.2094614179300196,12.660880336515701,Good
Shillong,10.649382546171383,14.910377576978497,0.9036650102690378,2.505944640662247,0.9643577002069522,2.608816180703638,0.17712845995860957,10.08269552364236,29.628275359416328,0.24059190964818117,1.3043449281167345,Good
Amritsar,11.33,30.5,18.12,11.33,27.79,12.74,0.82,8.85,43.02,1.35,1.54,Good
Visakhapatnam,16.51,58.2,0.85,24.04,13.44,9.09,0.11,6.41,24.02,3.84,9.44,Good
Amaravati,48.785,44.57,1.78,14.19,8.73,8.16,0.93,11.96,29.87,0.05,0.94,Good
Hyderabad,19.72528426585101,49.11026758223413,4.552138371057156,25.533221132160826,16.900493294335046,12.098745829095781,0.2942015047473394,5.057100752373669,18.41688125635633,0.8596571803988984,7.072809291276325,Good
Kolkata,11.328938348779598,21.740583656951884,9.98511949856713,18.344002424262744,28.273259435888022,9.658680292502506,0.5405524764953342,3.3219951514745127,9.76926394945439,25.74704710564394,20.85613266453266,Good
Gurugram,17.01183195942126,35.70005977670999,6.114741820670299,6.731521299482073,12.333943986473754,18.015052480609487,0.4562777123533933,11.839823485681832,28.12248105579577,2.334638267357237,6.106971993236877,Good
Mumbai,8.894685444633744,25.37465318065341,13.714166148433522,14.101698723353739,27.74201265684022,11.170109814532292,0.3327515821050279,11.158631964002682,20.719372133027036,1.260282913265699,3.575,Good
Shillong,10.006139012271365,14.348586685492345,0.944823335686543,2.591376091443238,0.982338439401147,2.7010715817777404,0.16421431635554815,10.836980530512445,31.333435648346306,0.1745188260210456,0.9860901933099493,Good
Amritsar,24.684521568157653,55.141639287132506,9.908309850456194,17.04804493234923,26.93940977924486,5.986761682095789,0.09430751246198381,9.22,21.281925417340446,4.960916607323886,3.121160313329879,Good
Hyderabad,18.35237951420229,38.74135693938081,1.7564995252218687,14.191229086901972,8.456371672743037,8.326342206018563,0.3692428707079466,1.449646154297136,20.22734505468735,0.49402162526522586,1.370235978804959,Good
Thiruvananthapuram,17.1,38.49,3.04,8.25,6.86,3.6,0.83,5.19,29.35,1.29,3.575,Good
Hyderabad,16.97,46.65,8.16,27.16,20.02,13.27,0.31,7.29,10.2,0.84,7.87,Good
Kolkata,19.909568502646323,43.34281116187646,7.721275800352843,14.362905017433745,19.93380870935034,11.866285146206938,0.3705847418283864,3.525462848708827,19.33793305499603,9.521635447650297,9.054205740064171,Good
Bengaluru,21.89740440976703,82.43638139193715,4.870420644633797,30.88140053378811,0.0,23.748350860193074,0.9132098378195331,4.117648170812194,8.506983765133233,0.8793857524134362,0.750315483475348,Good
Bengaluru,24.130586388948437,33.1386498283028,5.986043868404129,17.222083379416752,16.766520143274228,59.30337498617497,0.5508738968270982,5.221287249366718,26.831062663818535,0.6430717477136934,1.3791418337555215,Good
Guwahati,33.42953140441217,49.251069912559856,2.598010453629953,13.04287446939595,18.226662854795823,7.140688295906074,0.5321631002914672,10.541347598834133,4.23026033088213,0.35945054723106223,3.575,Good
Guwahati,21.76,69.57,4.12,9.4,16.85,6.56,0.48,10.67,7.88,0.19,3.575,Good
Bengaluru,9.182132052182242,22.44771667836915,2.5925741738951955,9.715784371012907,9.317795234751673,5.760072713066086,0.6031617217403203,6.793700794208055,21.328867536370705,0.5126226492725859,2.5431374840516248,Good
Hyderabad,163.16,96.18,11.35,10.55,21.89,16.31,0.32,13.13,10.08,0.15,0.87,Good
Guwahati,20.465505010332343,41.952662668836794,10.986044028308605,7.6266769065341276,26.21258173106825,1.8419488528427295,0.5095823886765579,13.64725639339466,17.470974426421364,0.0,3.575,Good
Jorapokhar,15.0,31.721295802508113,8.870663544924957,9.190796253909948,23.68,6.2803981269549745,0.93,3.461857925789881,7.878992923637623,1.29,3.575,Good
Kolkata,13.248370739213076,41.27837686698547,5.436046725387409,16.832557640762715,22.30292345571256,13.45740854626254,0.35102981890003465,4.236910543299897,20.807509985186787,13.064715653600832,17.0363817912487,Good
Amaravati,9.73278045920283,22.883924955402804,2.7486524545751045,6.861326323091217,5.890962669308733,10.057871612157614,0.46878074661382535,15.576973088868243,25.975294202179704,0.031219253386174654,0.8912727882386959,Good
Shillong,11.255761981404827,18.897504494307668,1.3050880401918152,3.5378445656868838,1.3262902225557192,3.64,0.30293260587869864,6.288123876423083,24.5774012639551,0.2507771715655822,0.6835336970606506,Good
Thiruvananthapuram,17.362124453497476,31.848078466479112,8.366779419454446,11.279729367028269,14.738849798919698,6.200148845944364,0.5470906627025567,5.984722591348577,31.094763201624957,1.29,3.575,Good
Gurugram,30.079169440371835,96.18,2.7990162201655338,5.0644872403473755,4.831791620336775,16.31,0.3644682200024463,1.623759180005708,31.25,1.29,3.575,Good
Amaravati,6.905293566639997,25.205294347233338,1.482794152085,3.3595219296812493,3.0649632553829167,6.030919005723749,1.2616546786587517,14.094301852275418,25.284780703187508,0.022867641319166628,0.23,Good
Chandigarh,13.93,49.87,12.76,3.31,7.67,6.1,0.5,14.95,16.21,2.79,1.66,Good
Kolkata,13.71822432655175,28.621765955542994,6.749738669900479,30.388505092461784,37.13010222677468,9.694242828325637,0.43291998131926746,1.1545138763304141,12.425581871840766,5.191778912750002,3.618587883425956,Good
Amaravati,13.972513641748911,38.48981437117643,3.9683043501252073,19.083914528808844,13.46237339991162,2.437414962549715,0.42115814167525933,16.3042664081848,27.04110102511416,0.1765112958339471,2.0313412209333768,Good
Kolkata,7.86,19.38,6.52,12.54,19.05,10.95,0.32,3.52,15.08,22.55,19.38,Good
Amritsar,20.661039514545358,42.38442456112706,13.5,9.19,22.49713714272123,10.72,0.4815519757272678,5.900205957284867,12.587062004878923,3.094344559224248,1.1176896048545464,Good
Guwahati,16.28402610236218,29.776899760547625,7.937815854536392,11.166456869197283,24.537614448965783,7.732969225378982,0.6952340335233329,6.877141246327354,3.3782839215830585,0.8635883466036045,3.575,Good
Shillong,14.663384884242985,19.060534480542135,0.8375897286531675,2.596987160816459,1.1306025678367082,2.649918782258654,0.1529316214421946,5.82653389801567,-0.07190205169824404,0.047068378557805414,0.10465810721097296,Good
Shillong,3.9290515186670723,8.788827047673378,1.2180714505073553,3.5685203924947464,1.4604489419873907,3.65,0.17147960750525382,4.882418583572503,25.34278534137496,0.13659184300210156,0.7325102730231169,Good
Amaravati,14.47878868893168,26.241728512100607,1.692772819250485,5.063681435716626,4.055519544138712,8.703535307287986,0.5036292469921118,23.03649600594672,25.321874640529245,0.011832889549635742,0.27182767067718433,Good
Visakhapatnam,10.47,40.29,3.4,21.59,12.95,6.5,0.11,5.58,20.53,1.96,5.06,Good
Bengaluru,48.785,21.802255911987775,2.0886675546335596,10.072955171705473,6.261240124876707,16.31,0.34956464397211345,2.190897089338554,31.25,1.29,3.575,Good
Bengaluru,48.785,32.31092815552621,2.130950538934944,8.545916275479367,5.870806023976393,24.14818983245,0.43,5.578547389278253,31.25,1.29,1.295110251502974,Good
Shillong,18.14034841108649,25.523725469733925,1.152810368847013,3.1409801670731867,1.1849018789357044,3.183071677161878,0.1931808165188478,12.748255857428024,3.971177452771549,0.3285402458980087,0.8466229413525608,Good
Bengaluru,48.785,39.72220718459106,1.067541530426292,6.77572476638049,4.39618475470705,24.891028329191034,0.37262079439674833,7.6604793807048654,31.25,1.29,-0.024319713699315182,Good
Shillong,20.18797785346186,31.803344987014235,0.9500990676487227,2.68621794882719,1.0520396270594892,2.750297202946168,0.1659207458810219,8.884912588872446,18.35601398100876,0.08611888117846714,0.22621794882718976,Good
Kolkata,12.037973460196335,30.29986497538483,4.3413316258216,8.809828889745352,9.278152717817616,5.200022116503054,0.4665370736292509,5.928960539911796,26.73172040493385,1.3007030613486983,3.9942032361573454,Good
Aizawl,3.8359398498412554,6.5524812065221285,11.582105263434324,0.1648872181240928,15.361654135930696,15.53563909379536,0.20616541359306956,6.603684220201364,31.25,15.252405990593289,15.366353362815252,Good
Thiruvananthapuram,12.857595604351227,29.437034243261355,4.8521091812667,10.621010989121935,9.462080113592423,4.419380503561576,0.5757861751059022,6.277300389969152,27.05940503359655,1.29,3.575,Good
Hyderabad,9.701190834296703,19.10032376434288,6.389023906314178,18.30109322492812,13.533561088526692,10.222780213578034,0.2866536520841891,5.447161220800816,14.206985523937368,0.4999609562525671,1.3639124822535875,Good
Aizawl,25.526704697368555,31.947122112277654,11.559744744340179,0.7133873864164262,16.011832831511246,30.171483466815317,0.39714614584946356,9.0876326235973,8.074360341912099,12.74231829663352,13.704151128144767,Good
Guwahati,18.153656536876774,33.43520252898708,4.102295737375073,9.037951866196053,16.40980787284001,6.460495207142252,0.4335223332641255,16.394096267607896,32.18947012010079,0.4205669997923764,3.575,Good
Guwahati,17.406646504146924,26.094033089973355,4.570056929359962,7.278539405822775,15.271060309557852,2.312149083795684,0.45432663227134984,12.874584593490816,15.90360967797291,25.347425725104237,3.575,Good
Amaravati,17.962934964093858,35.08598936137964,8.298158182866842,8.959209085665782,12.446133566299125,6.417469229290349,0.6127732867401755,7.5119612503250766,29.559978877919118,1.6033814016398291,4.122724131184657,Good
Aizawl,27.142916996103136,42.42454502647792,2.967208558667777,0.22208558667776956,3.7620855866777694,22.577004466278066,0.2739572066611152,8.252117563963361,10.21069598034974,0.09116576532889217,0.4479144133222304,Good
Kolkata,11.37019941152932,22.872711504800236,7.9103483551781455,16.78592486321695,24.073607626685845,9.839426999352286,0.3996561996113712,2.473039180827646,14.45226676865061,12.293417324735556,8.765106537948935,Good
Aizawl,8.44233166126179,11.103995315168417,11.471348743672896,0.35034036815886577,15.492588274280358,15.456243221289908,0.24089916244859702,6.619441205710269,1.3013487436728957,0.050899162448597025,0.45539497469158213,Good
Kolkata,21.488860031511074,43.416490121494085,4.238550227232626,12.817747889779326,16.900901586078167,15.468333178811442,0.39,3.1252509043802887,26.74162322607805,12.285870512937185,11.416263797487169,Good
Aizawl,5.4,9.88,11.62,0.27,15.57,17.69,0.25,7.21,0.22,8.33,8.74,Good
Shillong,10.22025326880094,15.790652577821602,0.9858683796755644,2.827605139026693,1.1358683796755644,2.9079341898377824,0.20760513902669314,8.727422128435325,3.49515206059563,176.14507514040037,176.14920676072478,Good
Kolkata,10.915927600125055,36.15707525018895,3.93408897427476,8.275482728751253,12.232006629759926,12.19266445674669,0.3232465689785486,5.51431850428754,32.8351585238357,1.483767155107257,5.830276867464169,Good
Amaravati,8.558135769752313,27.22888146185139,3.0483992360949985,3.8832458006270563,4.5645835323013,7.23550457922088,0.48769738270105023,6.817785060111303,12.694079170136384,0.0,0.7999561612948737,Good
Hyderabad,9.997329607106911,29.404811109492236,6.215590030222546,22.798401922586976,16.55932234278863,12.053287022537923,0.2923263663838677,8.324268470306114,12.978317536321192,0.3325522521209919,2.23394132105005,Good
Shillong,13.9,18.23,0.88,2.65,1.12,2.71,0.16,6.65,0.9,0.04,0.14,Good
Amaravati,13.196224047988837,29.119007476958846,7.66770400799814,13.976799730481284,13.886764432271564,10.291819466170649,0.4763828899325742,10.501462310904442,26.240833681097417,2.042518692397113,5.62571896191583,Good
Amritsar,48.785,31.489654476308946,12.687966529745767,12.442100195018112,21.300501334664872,7.549103008177585,0.0,5.447604414757323,25.96811693014523,4.832384404519645,2.016713193083582,Good
Amaravati,7.310424182893701,36.4064782559113,6.585691417246177,11.74738085257338,11.690684638386843,18.766273855354736,0.816783032684252,8.363668265646787,21.762983627259942,-0.02369720514602489,0.021382834492354584,Good
Amaravati,12.67446344689662,26.47203256871845,2.6450064443797885,9.909420691379225,7.500224932249014,4.4872510565876755,0.5096508904374648,15.700910262614507,29.33719423474014,0.09723816782809858,1.0738182386439088,Good
Chandigarh,19.67591029868897,50.316184038440994,1.9323028487077583,13.122121297779358,8.32578775715331,53.09839469832512,0.4379090549326691,9.323150463269467,18.02360462326235,3.493424203021495,2.0681518766288964,Good
Hyderabad,13.26,31.13,3.16,13.38,8.32,9.64,0.34,8.12,14.98,0.09,0.6,Good
Shillong,8.61,13.44,0.97,2.69,1.04,2.74,0.16,8.37,19.84,0.01,0.08,Good
Amritsar,9.071262754111368,25.273933943040667,19.815222058474895,18.215463284841807,38.0306853433167,7.1328805667427595,0.024828664170825476,9.31642760270995,9.150945443775878,5.882893541203944,0.536214981281191,Good
Aizawl,26.239038243635697,37.495204882694644,4.64246613474036,0.321604054698364,6.168277531052804,25.14440070756902,0.3111457533559743,6.6972314540191356,10.614344493789439,0.10045830134238971,0.4967186300339614,Good
Shillong,17.62106780714103,26.071601710711544,0.5629650824289735,1.585663213072689,0.5888583017148703,1.6656632130726892,0.1167679657857691,5.50452151478756,11.758838021704637,-0.0396961026426927,-0.061749492999744214,Good
Kolkata,11.199760421800601,24.9290391736589,3.961301955615189,8.386039112303775,12.395601459042,12.44261491540051,0.3317396088769623,7.357352072089095,35.560633214780644,1.2217396088769623,5.435667484062792,Good
Chandigarh,12.37,35.91,1.98,11.89,7.79,36.11,0.47,9.6,20.02,3.23,0.56,Good
